행정시,읍면동,허가일자,상호,설비용량(KW),상태,사업개시일,데이터기준일자
제주시,한경면,2017-10-30,유강에너지태양광발전소,997.92,사업개시,2018-12-03,2022-06-30
제주시,한경면,2017-10-30,유강플랜트태양광발전소,997.92,사업개시,2018-12-03,2022-06-30
제주시,한경면,2017-10-30,진성에너지개발청수리태양광발전소,765.81,사업개시,2019-04-02,2022-06-30
제주시,해안동,2017-10-30,루시디티1호태양광발전소,99.36,인허가,,2022-06-30
제주시,오라이동,2017-11-06,현경태양광발전소,99.72,사업개시,2018-01-31,2022-06-30
제주시,한림읍,2017-11-06,마루왓4호태양광발전소,99.28,사업개시,2018-04-24,2022-06-30
제주시,한림읍,2017-11-06,마루왓3호태양광발전소,99.28,사업개시,2018-04-24,2022-06-30
제주시,한림읍,2017-11-06,마루왓2호태양광발전소,99.28,사업개시,2018-12-20,2022-06-30
제주시,한림읍,2017-11-06,마루왓1호태양광발전소,99.28,사업개시,2018-04-24,2022-06-30
제주시,한림읍,2017-11-06,성현에너지금악1태양광발전소,271.35,사업개시,2019-04-02,2022-06-30
제주시,한림읍,2017-11-06,바름태양광발전소,99,사업개시,2019-08-12,2022-06-30
제주시,한림읍,2017-11-06,밝은누리에너지상대리태양광발전소,414.72,사업개시,2019-04-19,2022-06-30
제주시,한림읍,2017-11-06,한림태양광발전소,27,사업개시,2018-03-02,2022-06-30
서귀포시,대정읍,2017-11-21,신도리2 태양광발전소,98.55,사업개시,2018-09-10,2022-06-30
서귀포시,대정읍,2017-11-21,신도리1 태양광발전소,98.55,사업개시,2018-09-10,2022-06-30
서귀포시,성산읍,2017-11-21,제주농산(주)발전소,88.32,사업개시,2018-04-11,2022-06-30
제주시,애월읍,2017-11-21,거린내태양광발전소,99,사업개시,2019-05-31,2022-06-30
제주시,조천읍,2017-11-21,와이솔라2호태양광발전소,99.28,사업개시,2018-09-07,2022-06-30
제주시,조천읍,2017-11-21,와이솔라1호태양광발전소,99.28,사업개시,2018-09-07,2022-06-30
서귀포시,표선면,2017-11-21,(주)하나에너지,498.96,사업개시,2018-10-12,2022-06-30
서귀포시,표선면,2017-11-21,주식회사 해오름에너지,1724,사업개시,2019-05-13,2022-06-30
제주시,한경면,2017-11-21,창희1호 태양광발전소,99.28,사업개시,2018-03-29,2022-06-30
제주시,한경면,2017-11-21,창희2호 태양광발전소,99.28,사업개시,2018-03-29,2022-06-30
제주시,한경면,2017-11-21,두강봉태양광발전소,299.2,사업개시,2018-04-24,2022-06-30
제주시,한경면,2017-11-21,조수태양광발전소,599.76,인허가,,2022-06-30
제주시,한림읍,2017-11-21,금빛1호 태양광발전소,495,사업개시,2020-12-28,2022-06-30
서귀포시,표선면,2017-11-22,대동솔라 태양광발전소,495.72,사업개시,2019-03-04,2022-06-30
제주시,한경면,2017-11-22,해든에너지1,498.42,사업개시,2018-05-17,2022-06-30
서귀포시,성산읍,2017-11-23,케이그린8호발전소,498.96,사업개시,2021-05-06,2022-06-30
서귀포시,성산읍,2017-11-23,케이그린6호발전소,99.4,사업개시,2020-10-29,2022-06-30
서귀포시,성산읍,2017-11-23,케이그린7호발전소,99.4,사업개시,2020-10-29,2022-06-30
서귀포시,성산읍,2017-11-23,케이그린5호발전소,99.4,사업개시,2020-10-29,2022-06-30
서귀포시,성산읍,2017-11-23,케이그린11호발전소,498.96,사업개시,2020-10-29,2022-06-30
서귀포시,성산읍,2017-11-23,케이그린10호발전소,99.4,사업개시,2020-10-29,2022-06-30
서귀포시,성산읍,2017-11-23,케이그린9호발전소,99.4,사업개시,2020-10-29,2022-06-30
서귀포시,표선면,2017-11-23,(주)경철태양광,997.92,사업개시,2018-12-19,2022-06-30
서귀포시,표선면,2017-11-23,(주)현인태양광,997.92,사업개시,2018-12-19,2022-06-30
제주시,한경면,2017-11-29,한국해양과학기술원 부설 선박해양플랜트 연구소,5000,공사진행,,2022-06-30
서귀포시,성산읍,2017-12-04,신풍리태양광발전소,990.72,사업개시,2021-06-01,2022-06-30
제주시,조천읍,2017-12-04,만주에너지 태양광발전소,990,사업개시,2019-01-08,2022-06-30
제주시,한경면,2017-12-04,선우 태양광발전소,250.24,사업개시,2019-02-27,2022-06-30
제주시,한경면,2017-12-04,동희태양광발전소,99.28,사업개시,2018-10-22,2022-06-30
제주시,한경면,2017-12-04,지희태양광발전소,99.36,사업개시,2019-04-26,2022-06-30
제주시,한경면,2017-12-04,철우 태양광발전소,99.28,사업개시,2020-12-07,2022-06-30
제주시,한경면,2017-12-04,해비치3호태양광발전소,99.28,사업개시,2019-04-26,2022-06-30
제주시,한경면,2017-12-04,해비치2호태양광발전소,99.28,사업개시,2020-12-07,2022-06-30
제주시,한경면,2017-12-04,해비치1호태양광발전소,99.28,인허가,,2022-06-30
제주시,한림읍,2017-12-05,효일1호태양광발전소,99.36,사업개시,2019-04-26,2022-06-30
제주시,구좌읍,2017-12-15,썬리치태양광발전소,497.25,사업개시,2020-03-20,2022-06-30
제주시,구좌읍,2017-12-15,은월태양광발전소,498.96,사업개시,2021-01-21,2022-06-30
서귀포시,대정읍,2017-12-15,태일태양광발전소,298.08,사업개시,2018-07-16,2022-06-30
서귀포시,대정읍,2017-12-15,신도리3 태양광발전소,97.92,사업개시,2021-01-05,2022-06-30
서귀포시,대정읍,2017-12-15,나민영2태양광발전소,91.8,사업개시,2019-06-12,2022-06-30
제주시,한경면,2017-12-15,두모태양광발전소,99,공사진행,,2022-06-30
제주시,한경면,2017-12-15,산하환태양광발전소,99.28,사업개시,2019-04-10,2022-06-30
제주시,한경면,2017-12-15,산하영태양광발전소,99.36,사업개시,2019-02-27,2022-06-30
제주시,한경면,2017-12-15,산하훈 태양광발전소,99.28,사업개시,2020-12-28,2022-06-30
제주시,한경면,2017-12-15,산하현 태양광발전소,99.28,사업개시,2020-11-12,2022-06-30
서귀포시,남원읍,2017-12-27,파란하늘태양광발전소,997.56,인허가,,2022-06-30
서귀포시,대정읍,2017-12-27,KT무릉송신소태양광발전소,495.72,공사진행,,2022-06-30
서귀포시,성산읍,2017-12-27,솔라환경에너지(주),810.81,인허가,,2022-06-30
서귀포시,성산읍,2017-12-27,광혜원환경에너지1호태양광발전소,996.48,인허가,,2022-06-30
서귀포시,성산읍,2017-12-27,삼달1호 태양광발전소,195.84,사업개시,2019-06-18,2022-06-30
서귀포시,안덕면,2017-12-27,KT제주무선수신소태양광발전소,495.72,공사진행,,2022-06-30
서귀포시,안덕면,2017-12-27,삼풍태양광발전소,99.28,인허가,,2022-06-30
제주시,조천읍,2017-12-27,제주에너지공사 교래태양광발전소,491.4,사업개시,2018-11-07,2022-06-30
서귀포시,표선면,2017-12-27,일유 태양광발전소,496.4,사업개시,2019-02-12,2022-06-30
제주시,구좌읍,2018-01-08,서현태양광발전소,99.28,인허가,,2022-06-30
서귀포시,성산읍,2018-01-08,클라우드앤1호태양광발전소,91.8,사업개시,2019-01-31,2022-06-30
서귀포시,성산읍,2018-01-08,클라우드앤2호태양광발전소,91.8,사업개시,2019-01-31,2022-06-30
제주시,구좌읍,2018-01-22,태성태양광발전소,433.62,사업개시,2019-06-01,2022-06-30
제주시,구좌읍,2018-01-22,포미태양광발전소,270,사업개시,2020-03-18,2022-06-30
제주시,구좌읍,2018-01-22,가람태양광발전소,244.4,사업개시,2019-08-22,2022-06-30
서귀포시,표선면,2018-01-22,표선솔라 태양광발전소,99,공사진행,,2022-06-30
제주시,한경면,2018-01-22,에이치원태양광발전소,99.28,인허가,,2022-06-30
제주시,한경면,2018-01-22,에스비원태양광발전소,99.28,인허가,,2022-06-30
제주시,한경면,2018-01-22,한원태양광,701.73,사업개시,2019-07-22,2022-06-30
서귀포시,상예동,2018-01-30,상예태양광발전소,97.92,사업개시,2020-11-24,2022-06-30
제주시,외도일동,2018-01-30,백화원태양광발전소,489.6,사업개시,2019-03-04,2022-06-30
제주시,한경면,2018-01-30,해든에너지4,99.4,사업개시,2018-09-03,2022-06-30
제주시,한경면,2018-01-30,해든에너지3,99.4,사업개시,2018-09-03,2022-06-30
제주시,한경면,2018-01-30,해든에너지5,99.4,사업개시,2018-09-03,2022-06-30
제주시,조천읍,2018-02-09,제건1호태양광발전소,360,사업개시,2018-11-26,2022-06-30
제주시,한경면,2018-02-09,닥모루2호 태양광발전소,76.54,사업개시,2020-12-28,2022-06-30
제주시,한림읍,2018-02-09,지은2호태양광발전소,99,사업개시,2021-01-26,2022-06-30
제주시,한림읍,2018-02-09,지은1호태양광발전소,99,사업개시,2021-01-26,2022-06-30
제주시,구좌읍,2018-02-13,삼다도농장2호태양광발전소,756,사업개시,2018-09-20,2022-06-30
제주시,구좌읍,2018-02-13,삼다도농장1호태양광발전소,269.37,사업개시,2018-12-10,2022-06-30
서귀포시,남원읍,2018-02-13,수망햇빛2호태양광발전소,299.2,사업개시,2020-07-09,2022-06-30
제주시,애월읍,2018-02-13,현빈태양광발전소,99,공사진행,,2022-06-30
제주시,애월읍,2018-02-13,우빈태양광발전소,99,사업개시,2019-02-01,2022-06-30
제주시,조천읍,2018-02-13,대흘2호 태양광발전소,99.63,사업개시,2020-01-22,2022-06-30
제주시,조천읍,2018-02-13,대흘3호 태양광발전소,99.63,사업개시,2019-11-04,2022-06-30
제주시,조천읍,2018-02-13,대흘5호 태양광발전소,99.63,사업개시,2019-11-04,2022-06-30
제주시,조천읍,2018-02-13,대흘4호 태양광발전소,99.63,사업개시,2020-01-22,2022-06-30
제주시,조천읍,2018-02-13,대흘1호 태양광발전소,99.63,사업개시,2019-11-04,2022-06-30
제주시,조천읍,2018-02-13,봉개농원4호태양광발전소,99.63,사업개시,2019-10-31,2022-06-30
제주시,조천읍,2018-02-13,봉개농원3호태양광발전소,99.63,사업개시,2019-10-31,2022-06-30
제주시,조천읍,2018-02-13,봉개농원2호태양광발전소,99.63,사업개시,2019-11-04,2022-06-30
제주시,조천읍,2018-02-13,봉개농원1호태양광발전소,99.63,사업개시,2019-10-31,2022-06-30
제주시,구좌읍,2018-02-28,성현에너지개발행원1태양광발전소,259.29,인허가,,2022-06-30
제주시,구좌읍,2018-02-28,성현에너지개발행원2태양광발전소,84.42,인허가,,2022-06-30
서귀포시,성산읍,2018-02-28,성장태양광발전소,282.88,공사진행,,2022-06-30
제주시,영평동,2018-02-28,하늘소태양광발전소,99.36,사업개시,2019-04-26,2022-06-30
제주시,조천읍,2018-02-28,신촌태양광발전소,377.4,공사진행,,2022-06-30
제주시,조천읍,2018-02-28,신촌1태양광발전소,91.8,공사진행,,2022-06-30
제주시,한경면,2018-02-28,성요셉태양광발전소,199.2,사업개시,2019-03-01,2022-06-30
제주시,한경면,2018-02-28,천지인태양광발전소,495,인허가,,2022-06-30
제주시,한경면,2018-02-28,지혁태양광발전소,598.4,사업개시,2019-11-12,2022-06-30
서귀포시,서홍동,2018-03-07,민경태양광발전소,99.4,사업개시,2018-11-27,2022-06-30
서귀포시,표선면,2018-03-08,남제주태양광,97.92,사업개시,2021-11-15,2022-06-30
서귀포시,표선면,2018-03-08,표선1호태양광발전소,997.56,사업개시,2021-10-29,2022-06-30
서귀포시,표선면,2018-03-08,표선2호태양광발전소,997.56,사업개시,2021-10-29,2022-06-30
서귀포시,남원읍,2018-03-13,생물종다양성연구소 태양광발전소,499.73,공사진행,,2022-06-30
제주시,애월읍,2018-03-14,광령태양광발전소,99,공사진행,,2022-06-30
제주시,한림읍,2018-03-14,월림1호 태양광발전소,195.84,인허가,,2022-06-30
제주시,한림읍,2018-03-14,월림2호태양광발전소,97.92,인허가,,2022-06-30
제주시,한림읍,2018-03-14,제주한림읍태양광발전소,498.96,공사진행,,2022-06-30
서귀포시,남원읍,2018-03-15,해비치태양광발전소,99.9,공사진행,,2022-06-30
서귀포시,표선면,2018-03-19,거슨새미 태양광발전소,201.28,사업개시,2018-10-01,2022-06-30
서귀포시,강정동,2018-03-26,제주감귤136호 태양광발전소,417.48,사업개시,2019-04-22,2022-06-30
제주시,구좌읍,2018-03-26,신재생에너지홍보관주차장태양광발전소,99.7,사업개시,2018-11-06,2022-06-30
서귀포시,남원읍,2018-03-26,제주감귤89호 태양광발전소,924.56,사업개시,2019-07-17,2022-06-30
서귀포시,남원읍,2018-03-26,정향 태양광발전소,99.36,인허가,,2022-06-30
서귀포시,대정읍,2018-03-26,서광 태양광발전소,295.65,사업개시,2019-05-21,2022-06-30
서귀포시,대정읍,2018-03-26,제주감귤40호 태양광발전소,420,사업개시,2020-04-13,2022-06-30
서귀포시,상예동,2018-03-26,제주감귤161호 태양광발전소,499.8,사업개시,2020-07-21,2022-06-30
서귀포시,성산읍,2018-03-26,제주감귤55호 태양광발전소,499.8,사업개시,2020-11-03,2022-06-30
서귀포시,안덕면,2018-03-26,덕수 태양광발전소,293.76,사업개시,2019-01-21,2022-06-30
서귀포시,표선면,2018-03-26,신화3호에너지,997.56,사업개시,2021-05-17,2022-06-30
서귀포시,표선면,2018-03-26,제주감귤158호 태양광발전소,252,사업개시,2019-07-07,2022-06-30
서귀포시,하원동,2018-03-26,서원 태양광발전소,293.76,사업개시,2019-03-04,2022-06-30
서귀포시,하원동,2018-03-26,제주감귤80호 태양광발전소,451.36,사업개시,2019-07-15,2022-06-30
제주시,한경면,2018-03-26,다사랑 태양광발전소,59.84,사업개시,2018-12-20,2022-06-30
서귀포시,성산읍,2018-04-02,(주 )일광쏠라 태양광발전소,499.9,사업개시,2019-02-12,2022-06-30
서귀포시,표선면,2018-04-02,패밀리 2 태양광발전소,199.92,사업개시,2018-10-30,2022-06-30
서귀포시,도순동,2018-04-03,도순 태양광발전소,39.9,사업개시,2019-04-05,2022-06-30
서귀포시,성산읍,2018-04-03,케이원에너지1호 태양광발전소,99,사업개시,2019-04-09,2022-06-30
서귀포시,성산읍,2018-04-03,케이원에너지2호 태양광발전소,99,사업개시,2019-04-09,2022-06-30
서귀포시,표선면,2018-04-03,케이팜에너지,997.92,사업개시,2020-07-21,2022-06-30
제주시,애월읍,2018-04-04,(유)나월(나월태양광발전소),496.8,사업개시,2019-04-26,2022-06-30
제주시,한경면,2018-04-04,용한태양광발전소,392.94,사업개시,2020-09-10,2022-06-30
서귀포시,대정읍,2018-04-10,하윤 태양광발전소,244.8,사업개시,2018-12-19,2022-06-30
제주시,애월읍,2018-04-10,신석태양광2발전소,82.08,사업개시,2018-08-07,2022-06-30
제주시,한림읍,2018-04-10,서정 태양광발전소,489.6,사업개시,2020-09-10,2022-06-30
서귀포시,표선면,2018-04-11,대명솔라 7호 발전소,997.12,사업개시,2020-11-03,2022-06-30
서귀포시,표선면,2018-04-11,대명솔라 8호 발전소,498.56,사업개시,2020-11-12,2022-06-30
서귀포시,표선면,2018-04-11,대명솔라 6호 발전소,997.12,사업개시,2020-11-03,2022-06-30
서귀포시,표선면,2018-04-11,대명솔라 5호 발전소,997.12,사업개시,2020-11-03,2022-06-30
서귀포시,표선면,2018-04-11,대명솔라 4호 발전소,997.12,사업개시,2020-11-03,2022-06-30
서귀포시,표선면,2018-04-11,대명솔라 3호 발전소,997.12,사업개시,2020-11-03,2022-06-30
서귀포시,표선면,2018-04-11,대명솔라 2호 발전소,997.12,사업개시,2020-11-03,2022-06-30
서귀포시,남원읍,2018-04-16,금산 태양광발전소,397.8,사업개시,2019-03-07,2022-06-30
서귀포시,대정읍,2018-04-16,보름 태양광발전소,299.88,인허가,,2022-06-30
서귀포시,성산읍,2018-04-16,동진 발전소,497.08,인허가,,2022-06-30
서귀포시,성산읍,2018-04-16,수산썬 발전소,497.08,인허가,,2022-06-30
서귀포시,성산읍,2018-04-16,세을목 태양광발전소,404.6,사업개시,2019-03-05,2022-06-30
제주시,구좌읍,2018-04-17,한동리태양광발전(주),97.92,인허가,,2022-06-30
제주시,구좌읍,2018-04-17,행원리태양광발전소,453.18,사업개시,2020-01-09,2022-06-30
제주시,애월읍,2018-04-17,동구2호태양광발전소,86.32,사업개시,2020-12-28,2022-06-30
제주시,용강동,2018-04-17,제주감귤51호 태양광발전소,495.88,사업개시,2019-06-24,2022-06-30
제주시,한경면,2018-04-17,청천태양광발전소,224,사업개시,2020-10-14,2022-06-30
